"","ID","NP.1","NP.3","NP.5","NS.1","NS.2","NS.6","NP.2","NP.4","NP.6","NS.3","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"4918","GB43688",709,207,1010,1707,239,3701,972,5980,1455,404,6986,3293,-0.351037214912508,7.87847195582804,0.54287613129867,0.938168942937417
"4919","GB43735",45,23,77,98,62,73,66,85,88,82,75,53,0.154031869936371,3.140703531181,0.543225391212717,0.938168942937417
"4920","GB43855",402,277,693,914,818,1222,1228,1190,1463,1557,1697,1111,-0.161625237650315,6.92576990631854,0.545263149578349,0.938168942937417
"4921","GB44698",27,39,33,78,33,60,52,51,66,46,60,59,0.158857372979436,2.73818182829923,0.54621628695709,0.938168942937417
"4922","GB44755",436,223,662,903,641,626,1020,1006,1066,894,1053,893,0.156320599613302,6.56215695932324,0.544922649365431,0.938168942937417
"4923","GB44788",34,10,40,46,33,31,39,52,52,44,42,67,0.178939714244617,2.38539689598334,0.543183732856589,0.938168942937417
"4924","GB44789",189,89,255,310,260,298,342,429,359,341,399,347,0.132066380870428,5.20393420928976,0.544161828038584,0.938168942937417
"4925","GB45406",43,29,120,134,107,84,73,93,360,78,121,158,0.206398976492298,3.76560075276085,0.543073737816431,0.938168942937417
"4926","GB45612",35,14,35,36,97,75,220,75,243,237,209,172,-0.186556614446011,3.72805218896687,0.546667012070655,0.938168942937417
"4927","GB45795",12,5,25,24,19,23,26,35,87,50,69,71,-0.154302315834894,2.0939600970997,0.546478625141491,0.938168942937417
"4928","GB46065",100,63,135,225,149,134,124,172,274,164,181,147,0.134347563841251,4.28257761049581,0.546613651809581,0.938168942937417
"4929","GB46218",319,141,454,503,501,560,754,591,908,960,965,983,-0.145388791138792,6.20662914747469,0.54642503635362,0.938168942937417
"4930","GB46276",48,0,96,97,2,13,4,82,216,158,93,13,0.477193983733449,2.95085202563521,0.542432216011906,0.938168942937417
"4931","GB46290",16,39,61,150,47,82,29,86,145,65,97,100,-0.216030883534195,3.22401888427264,0.545002860798587,0.938168942937417
"4932","GB47270",228,61,126,333,156,686,52,663,265,305,508,128,-0.27141391904994,5.13480976758618,0.545643740327647,0.938168942937417
"4933","GB48366",4009,1717,6340,8070,6184,8096,8242,9776,11013,10999,13414,11657,-0.17300615665675,9.90424396222419,0.543950616677172,0.938168942937417
"4934","GB48884",432,661,401,1856,604,377,590,788,1014,541,756,710,0.223262851064997,6.62036379669041,0.546576209186062,0.938168942937417
"4935","GB48904",1866,960,2773,5226,2371,5846,2686,5198,4460,3992,5228,2731,-0.188928228339881,8.75510349358806,0.543759066242611,0.938168942937417
"4936","GB49424",117,64,156,248,114,138,200,213,267,215,316,204,0.136587400551297,4.50746509101363,0.542846186573651,0.938168942937417
"4937","GB49605",102,64,138,149,112,153,109,119,145,147,192,133,0.119675379573961,4.07651518133297,0.545995926405049,0.938168942937417
"4938","GB51304",208,152,315,646,277,291,378,358,346,271,363,264,0.151124493727849,5.38344561625341,0.546499915625533,0.938168942937417
"4939","GB52154",100,53,170,237,186,198,198,287,375,310,382,272,-0.122361717076747,4.74058384633757,0.5441960168597,0.938168942937417
"4940","GB52249",96,84,146,167,156,161,190,237,385,245,345,275,0.126642425259046,4.61886463089859,0.54524962603956,0.938168942937417
"4941","GB52458",122,70,158,223,126,219,220,265,296,249,269,259,0.127414495510587,4.64446486316789,0.54339503774287,0.938168942937417
"4942","GB52672",46,34,65,116,80,70,106,108,121,106,97,78,0.1524091391735,3.42456107297202,0.545533651977007,0.938168942937417
"4943","GB52797",63,53,96,99,91,122,154,165,192,163,241,165,0.129521293397678,4.00316581506561,0.542272762155351,0.938168942937417
"4944","GB53947",777,974,988,3386,1135,663,711,1175,1569,742,867,656,0.224832549843243,7.30223201810058,0.54458949694135,0.938168942937417
"4945","GB54049",513,325,906,1212,749,839,1005,1013,1228,893,1111,972,0.158810019315308,6.7937580747941,0.544815039929746,0.938168942937417
"4946","GB54742",118,45,143,218,149,249,253,321,316,312,327,376,-0.131755697596311,4.77136550229212,0.544466706798279,0.938168942937417
"4947","GB55328",5109,1470,4853,6376,4922,6877,6694,7811,13355,6436,11637,6776,0.182401964217464,9.6503425442517,0.546560412412436,0.938168942937417
"4948","GB55480",36,46,26,26,27,63,53,38,140,79,131,105,0.21208286458557,2.97394781579601,0.544836328662517,0.938168942937417
"4949","GB55718",12,10,33,46,27,29,22,35,52,31,46,54,-0.175720703527923,2.04982288585757,0.546042395682851,0.938168942937417
"4950","GB55753",84,79,206,236,175,245,211,226,278,216,198,164,0.14067452910746,4.59602376069152,0.544111758629779,0.938168942937417
"4951","GB40222",110,71,133,217,138,178,213,283,304,258,296,226,0.125819779467421,4.60106242345919,0.54875840516628,0.938356326703268
"4952","GB41154",95,70,151,208,155,217,174,230,295,276,340,244,-0.125779763327331,4.60722417609669,0.546987020303596,0.938356326703268
"4953","GB42645",18,11,38,42,34,47,55,59,106,80,87,97,-0.135967102135316,2.70310113484287,0.548784772098691,0.938356326703268
"4954","GB42736",223,111,277,468,340,308,423,456,529,338,458,380,0.137092924487091,5.45838107121015,0.54786980006213,0.938356326703268
"4955","GB43874",178,85,233,244,274,325,304,396,553,506,623,458,-0.125225833219211,5.32893158998035,0.548488440981834,0.938356326703268
"4956","GB44198",2914,865,2065,2151,1734,2917,2829,3861,5042,5505,7787,8687,-0.202991776424974,8.77713148399832,0.548626717403368,0.938356326703268
"4957","GB44984",107,65,140,207,116,209,201,230,217,202,254,168,0.131194784024744,4.4430288896256,0.549095856391047,0.938356326703268
"4958","GB45306",15,12,19,39,28,24,26,32,35,19,21,21,0.194199367505076,1.71629827912255,0.548214064820147,0.938356326703268
"4959","GB45452",302,150,488,557,473,426,526,511,660,553,551,512,0.13601556197803,5.88118642253768,0.548512402883051,0.938356326703268
"4960","GB45617",549,192,660,600,1022,885,981,998,2710,1786,2240,1591,-0.179975099245856,7.02297887356623,0.547233949103852,0.938356326703268
"4961","GB45923",265,188,333,466,385,567,556,574,1041,843,985,929,-0.13904239912957,6.09392997088108,0.548472793942093,0.938356326703268
"4962","GB46420",475,199,675,862,580,816,824,899,779,689,782,697,0.157956812023575,6.42372914562152,0.547489370865589,0.938356326703268
"4963","GB46745",72,30,89,130,92,120,88,144,154,171,205,111,-0.141084484935416,3.81577694005564,0.547055267096108,0.938356326703268
"4964","GB46915",200,160,328,461,242,323,286,397,454,363,511,389,0.125739649031417,5.41622756999964,0.549057634481941,0.938356326703268
"4965","GB47878",124,79,160,222,169,136,145,198,162,193,217,168,0.130916258455269,4.41257319111578,0.548336215786258,0.938356326703268
"4966","GB51607",195,125,308,387,272,288,308,384,375,310,395,424,0.126049699054147,5.29586990839668,0.548867807155855,0.938356326703268
"4967","GB52424",403,276,473,682,550,650,697,937,1271,730,1241,874,0.147158348712145,6.4419539998434,0.548650112613714,0.938356326703268
"4968","GB52510",65,34,74,117,64,100,99,116,250,174,242,207,-0.143731887299134,3.87719146174242,0.548532185288362,0.938356326703268
"4969","GB52728",1695,1790,1770,5444,1994,2187,1748,2699,2365,1476,2209,1983,0.198825974569366,8.28571352119294,0.549048345349838,0.938356326703268
"4970","GB52799",220,187,262,737,226,278,298,385,525,303,395,300,0.159723111541817,5.45203894389242,0.547116392741205,0.938356326703268
"4971","GB54429",19,6,21,27,33,18,35,13,33,33,39,46,-0.222780535421161,1.80046244713012,0.54803117837843,0.938356326703268
"4972","GB41171",26,16,49,61,35,65,50,54,96,69,122,67,-0.154792040563291,2.81899880909956,0.550907100614541,0.93944652686232
"4973","GB41447",58,26,96,77,73,100,101,111,192,189,254,155,-0.14467112936164,3.77741831316031,0.551877841815865,0.93944652686232
"4974","GB42167",90,119,116,111,126,183,106,218,255,219,279,259,0.155674871763552,4.44008789433286,0.551025849635281,0.93944652686232
"4975","GB43440",16,24,42,45,42,32,47,50,97,82,64,46,0.173790192203481,2.59714702768091,0.551633531998447,0.93944652686232
"4976","GB44116",206,117,335,716,88,708,187,809,1219,367,383,385,0.241272299784183,5.72348738749906,0.551945569813989,0.93944652686232
"4977","GB44786",82,52,139,212,153,190,181,209,261,211,294,207,-0.122279261535572,4.44331172573682,0.551699270518087,0.93944652686232
"4978","GB45128",402,206,612,749,527,1004,726,950,958,1192,1166,904,-0.152830951084878,6.53145516498168,0.550601199911732,0.93944652686232
"4979","GB45713",199,34,124,259,230,264,316,430,686,345,627,637,-0.162478105936719,5.25020339644862,0.551455228786379,0.93944652686232
"4980","GB45724",432,157,548,858,776,565,782,897,1360,969,1068,1403,-0.160559574865134,6.56612236064984,0.551944346156595,0.93944652686232
"4981","GB46029",7,15,26,39,27,20,18,26,36,30,31,51,-0.232178949134071,1.82361586734229,0.550822039990892,0.93944652686232
"4982","GB46203",18,10,41,41,75,78,34,26,86,23,29,23,-0.205122082094042,2.39116494127575,0.551887985764807,0.93944652686232
"4983","GB47140",129,71,267,257,124,304,370,397,531,458,362,476,0.143970405681392,5.16727162437188,0.551820480847969,0.93944652686232
"4984","GB50958",915,635,1297,3211,1259,1589,1113,1993,5111,2518,4461,2282,-0.19460050212193,7.94501927020349,0.551606108492652,0.93944652686232
"4985","GB52618",128,75,98,286,135,237,290,402,731,472,604,542,-0.140005394460968,5.18002587549956,0.550770457073034,0.93944652686232
"4986","GB52955",282,175,156,246,255,307,760,545,703,742,833,823,0.163903213498536,5.81778692126013,0.550949130800338,0.93944652686232
"4987","GB53388",169,109,239,299,254,340,393,482,754,662,690,680,-0.123943106466536,5.57305261567321,0.551830293021166,0.93944652686232
"4988","GB54109",181,90,279,415,216,325,233,385,393,381,508,407,-0.130958125908246,5.25064391521398,0.550930113953085,0.93944652686232
"4989","GB54510",52,31,150,125,161,113,216,202,534,455,385,267,-0.151637341642797,4.5958525225221,0.55164313578414,0.93944652686232
"4990","GB55500",7,6,23,18,28,34,81,70,70,58,64,60,0.219206778511769,2.33308948726897,0.550432343413107,0.93944652686232
"4991","GB55903",21,3,29,26,17,44,24,34,95,48,89,62,-0.19002202063173,2.23535624866281,0.550577335729338,0.93944652686232
"4992","GB52229",129,69,175,247,221,169,240,273,296,255,260,208,0.133529921152162,4.70817742440246,0.552064367645593,0.939460497425744
"4993","GB40461",820,474,1733,1558,1695,3465,3600,2608,3354,3443,3887,3381,-0.183911798730794,8.15376813763432,0.55291672782999,0.939595181346621
"4994","GB43904",116,92,108,116,131,194,276,249,314,356,288,330,0.14441475784116,4.68142843347055,0.552492827405081,0.939595181346621
"4995","GB44914",55,46,75,134,92,97,118,173,179,118,133,162,0.140741434300498,3.81357959398451,0.552917752978429,0.939595181346621
"4996","GB50833",14,11,29,42,28,40,29,43,65,41,67,48,-0.154545597917919,2.21494831091015,0.552851049363941,0.939595181346621
"4997","GB53671",6,11,23,17,22,35,25,36,52,58,44,43,-0.190063961864478,1.92263064138204,0.552688955372837,0.939595181346621
"4998","GB54165",352,153,574,599,568,885,726,872,886,1087,1003,831,-0.151796407482764,6.38600629875247,0.552815440165979,0.939595181346621
"4999","GB55625",294,183,597,642,555,688,483,684,839,831,1030,638,-0.140921600116494,6.21393556217068,0.552914646886652,0.939595181346621
"5000","GB41373",74,53,145,182,140,195,140,202,329,238,315,207,-0.124809927639188,4.43254712925823,0.55370586042706,0.939923880534394
"5001","GB45836",48,12,49,45,85,60,115,73,176,144,169,146,-0.16264182867736,3.41566079172501,0.553573263041695,0.939923880534394
"5002","GB47539",95,93,168,298,155,244,192,375,624,361,430,585,-0.144021305665051,5.08531495711151,0.553649505832956,0.939923880534394
"5003","GB49608",403,226,433,666,485,785,478,542,955,884,955,713,-0.144897677970672,6.24496319186309,0.553383877170957,0.939923880534394
"5004","GB52738",18,19,41,36,35,49,50,47,68,56,53,51,0.160320600017056,2.46053636386965,0.553775046742159,0.939923880534394
"5005","GB53239",102,80,203,268,179,264,151,265,433,343,398,251,-0.132999067959257,4.84799368852836,0.553455166276619,0.939923880534394
"5006","GB40882",3467,2809,4548,10633,4695,4254,5018,5742,5519,3672,4533,4376,0.189314977602552,9.35179132970302,0.553970638772054,0.940068033633359
"5007","GB40356",8,9,45,35,34,39,20,51,176,78,87,118,-0.205529865432153,2.68048143719092,0.555122881426515,0.940115442934356
"5008","GB40422",142,130,217,243,226,252,314,382,536,429,475,439,0.122577099252771,5.22547273342497,0.554715089243503,0.940115442934356
"5009","GB40463",53,39,140,145,103,143,118,171,299,217,287,216,-0.130565691718011,4.20042599872026,0.554407658844934,0.940115442934356
"5010","GB41290",56,51,94,100,104,182,156,176,291,299,249,198,-0.136697939371571,4.23073008425026,0.555689968775663,0.940115442934356
"5011","GB41344",12,9,16,21,12,39,26,48,97,62,90,61,-0.16933912550738,2.21283167565021,0.557541012401404,0.940115442934356
"5012","GB42360",130,72,102,135,183,219,268,321,422,382,479,460,-0.135567228388813,4.9103712929284,0.558423412409341,0.940115442934356
"5013","GB42652",146,15,130,145,123,238,107,218,499,241,503,281,-0.194972656337214,4.59846012630053,0.557395181545583,0.940115442934356
"5014","GB42904",16,3,20,16,9,30,18,41,36,50,43,51,-0.191130372033906,1.75524692073352,0.557758998817466,0.940115442934356
"5015","GB43520",158,85,225,301,232,252,236,267,363,326,388,419,-0.123343158701548,5.03406851504367,0.555323386005372,0.940115442934356
"5016","GB43877",179,45,243,368,251,730,507,772,426,628,774,214,-0.206563588758496,5.60861872606851,0.557100733869513,0.940115442934356
"5017","GB44002",154,59,92,181,94,81,81,99,175,213,88,193,0.186489753202893,4.04746137876302,0.557517527591159,0.940115442934356
"5018","GB44585",797,452,2380,1926,2645,1956,3113,2190,4125,3863,4599,2867,-0.183789310376482,8.19345817215172,0.557913904406237,0.940115442934356
"5019","GB44910",153,126,229,259,252,347,277,361,436,440,604,432,-0.128082916825169,5.27807773039948,0.557261819237062,0.940115442934356
"5020","GB45012",14,10,49,31,24,57,23,48,68,79,78,40,-0.189984497782447,2.38151878023549,0.555711016516877,0.940115442934356
"5021","GB45284",306,297,550,556,831,747,1157,774,1167,1079,756,685,0.171267497277086,6.50480641911302,0.557255308969166,0.940115442934356
"5022","GB45393",276,201,375,778,379,346,322,441,477,370,365,289,0.143955497419027,5.65852086314425,0.557956279073652,0.940115442934356
"5023","GB47039",276,399,322,708,432,524,692,862,1224,822,1034,1009,0.164963852433856,6.37767065094068,0.558034031278809,0.940115442934356
"5024","GB47134",936,295,1414,1947,953,1679,1197,1716,1792,1823,3033,1498,-0.174519409799264,7.48291946449211,0.557558829681791,0.940115442934356
"5025","GB47418",99,108,135,172,152,258,203,271,494,376,506,438,-0.144100136067931,4.93880364674648,0.557100085820115,0.940115442934356
"5026","GB47884",162,178,225,497,251,271,190,350,433,235,346,274,0.14124907300341,5.19377195453109,0.557848528631536,0.940115442934356
"5027","GB48472",124,175,380,472,455,210,155,416,900,93,325,573,0.22881612387176,5.45335325354896,0.557867353351696,0.940115442934356
"5028","GB49409",373,278,594,659,746,648,880,709,1266,921,834,824,0.150782800791634,6.47037007396775,0.55709404663354,0.940115442934356
"5029","GB49426",207,106,356,410,346,515,385,423,548,523,606,409,-0.127470896994845,5.5922129837935,0.557666083353996,0.940115442934356
"5030","GB49476",100,63,147,194,109,288,258,284,444,404,332,437,-0.135353704846974,4.85706351274324,0.55780381047288,0.940115442934356
"5031","GB50925",324,273,407,853,378,487,368,535,734,482,586,463,0.142008199350073,5.97291563908012,0.557112711259295,0.940115442934356
"5032","GB50945",80,80,121,155,146,203,164,202,284,317,279,251,-0.137411876256846,4.50772296717789,0.558242058620155,0.940115442934356
"5033","GB51596",110,81,173,228,184,245,199,216,313,310,334,261,-0.123720499252451,4.74140618690874,0.555330942064702,0.940115442934356
"5034","GB51867",42,31,95,139,41,118,85,117,158,173,160,130,-0.159728328805586,3.66584858341047,0.555158164605294,0.940115442934356
"5035","GB51984",47,55,104,75,91,103,83,107,152,177,135,92,0.145513829729607,3.67667028623197,0.558425253095558,0.940115442934356
"5036","GB52072",38,27,73,80,79,72,77,65,74,63,76,41,0.15778158291723,3.06327917067971,0.558233893374905,0.940115442934356
"5037","GB52737",57,47,106,148,71,85,66,100,188,117,139,110,0.142881855424578,3.67679591885741,0.557700539892573,0.940115442934356
"5038","GB52742",310,233,399,536,458,595,755,663,1156,1005,1266,1253,-0.14696710751573,6.36552911988981,0.554348992874411,0.940115442934356
"5039","GB52793",174,118,276,285,344,272,281,317,525,373,317,352,0.129745274913078,5.22838002725298,0.555589705306191,0.940115442934356
"5040","GB53219",3696,2401,4981,8715,4423,4893,6463,7015,5212,4495,6865,6454,0.180155500436424,9.44152303493088,0.55765206654182,0.940115442934356
"5041","GB53416",100,69,149,249,152,161,223,231,307,259,262,161,0.133616767349208,4.55549484718542,0.55641299575009,0.940115442934356
"5042","GB53804",16,5,25,24,21,33,34,72,68,69,100,60,-0.150212559781625,2.32686355273321,0.557713821764995,0.940115442934356
"5043","GB54977",49,26,83,99,53,63,56,74,54,51,82,80,0.149928364178378,3.07506884425181,0.556667561415969,0.940115442934356
"5044","GB55420",153,67,357,409,324,362,405,402,543,447,620,422,-0.133831439776977,5.45215168805711,0.557517860930077,0.940115442934356
"5045","GB55550",245,190,308,354,385,353,420,486,664,584,626,524,0.128531706949861,5.70708149933141,0.556761168494444,0.940115442934356
"5046","GB55618",25,15,20,12,47,37,65,48,168,90,158,135,-0.197588414981833,2.91260084456056,0.554979186390252,0.940115442934356
