"","ID","NP.1","NP.3","NS.1","NS.2","NS.3","NS.6","NP.2","NP.4","NP.5","NP.6","NS.4","NS.5","logFC","logCPM","PValue","FDR"
"3422","GB46475",44,39,76,86,69,71,77,110,100,85,92,88,0.0687308668279316,3.32039009409961,0.752177020966091,1
"3423","GB46476",535,312,991,1423,864,805,857,970,1279,989,1321,879,-0.23733094123228,6.84814143383316,0.373311496974154,1
"3424","GB46477",73,65,195,222,148,187,136,186,244,214,239,185,-0.278203996010309,4.42113929006666,0.206836301372015,1
"3425","GB46478",47,29,75,65,114,155,180,185,459,332,350,361,0.154093789039164,4.38016911105111,0.578725349853049,1
"3426","GB46479",279,159,214,309,320,412,584,698,815,567,933,743,0.287106905625753,5.85890817920424,0.2224509033633,1
"3427","GB46481",1171,637,2015,2293,2071,2977,3415,3729,4049,3970,4985,3212,0.0162258169927499,8.36403630889007,0.954416457601734,1
"3428","GB46486",10,15,34,45,26,24,22,36,55,32,37,33,-0.164669601069879,1.98511427109841,0.616634586929875,1
"3429","GB46487",47,35,70,88,74,110,87,140,291,227,249,232,0.0851979836412784,3.93355611001227,0.739683790362201,1
"3430","GB46490",408,333,588,641,798,1595,921,959,1526,1396,1819,1444,-0.178297283162917,6.90914931843252,0.539648761800009,1
"3431","GB46492",33,13,69,86,68,96,75,109,224,187,290,190,-0.282941693616516,3.69543822161531,0.29024083959631,1
"3432","GB46494",916,940,1154,2640,1245,1243,1083,1401,1763,1300,1440,1045,0.039587177990249,7.48661763721643,0.892110761609277,1
"3433","GB46495",118,82,135,162,151,162,179,213,179,174,146,176,0.215940529852231,4.35001503142733,0.358473069624043,1
"3434","GB46496",69,50,74,96,144,125,186,158,311,242,304,250,0.157492984479658,4.26323392174454,0.498132547020893,1
"3435","GB46501",55,44,84,132,70,99,97,97,92,92,88,73,-0.0175711307803135,3.48187458458308,0.990864803470837,1
"3436","GB46502",147,65,233,340,221,287,271,331,392,328,568,414,-0.304420387816943,5.12583278790525,0.156817352962643,1
"3437","GB46508",35,44,78,113,58,67,91,108,75,74,68,111,-0.0208976880381387,3.31969654386941,0.982570225745966,1
"3438","GB46509",274,157,546,514,541,630,671,794,1154,1118,1313,1005,-0.0746935827360176,6.35894990336622,0.756539668105984,1
"3439","GB46510",28,9,36,61,37,47,40,53,65,39,69,47,-0.243337976290485,2.46046961593186,0.362015652284768,1
"3440","GB46511",74,71,130,176,129,162,140,217,286,197,271,199,0.0121773633507274,4.36076341102748,0.946731393566693,1
"3441","GB46512",1636,1259,2043,4591,2180,2269,2182,2987,4247,2699,3866,2445,-0.0249968432777712,8.38858185040629,0.932719114778355,1
"3442","GB46513",29,59,33,33,60,37,16,89,178,31,41,140,0.486653046678854,2.99760984437443,0.311294408018479,1
"3443","GB46514",5103,294,12436,10633,6376,11102,6257,6573,11112,5552,9716,5847,-0.751669412629739,9.84157171131916,0.0856377626869774,1
"3444","GB46516",163,49,213,132,283,423,383,193,459,647,748,166,0.00943972564113382,5.19537386895345,0.985687739573825,1
"3445","GB46517",397,241,457,623,415,664,811,703,510,597,523,514,0.223626774737659,6.1142244433411,0.412284377710358,1
"3446","GB46520",140,93,236,309,229,277,235,282,349,355,480,272,-0.168505136220913,5.03511075404914,0.414294755082899,1
"3447","GB46521",173,90,253,331,254,464,346,377,465,364,528,365,-0.165191482690111,5.31569576699741,0.441197826588304,1
"3448","GB46522",15,12,29,84,30,32,23,30,82,33,55,37,-0.424715216422533,2.25253691327093,0.204155047781009,1
"3449","GB46523",69,52,149,152,165,282,265,326,555,584,765,553,-0.0901385546983228,5.11067416048543,0.701016383152856,1
"3450","GB46526",219,108,304,361,334,376,499,489,784,804,845,772,0.0489858010499303,5.79653836026459,0.831384953892535,1
"3451","GB46527",14,1,25,47,26,43,21,47,46,47,73,93,-0.757626477466487,2.23256925950821,0.0415176708335361,1
"3452","GB46528",194,61,192,319,183,375,247,419,308,342,303,486,-0.113324866089942,5.10114819025956,0.658083415292629,1
"3453","GB46532",222,101,256,282,251,290,239,345,355,302,341,278,0.0463129611357025,5.10207729570645,0.81621517709945,1
"3454","GB46533",44,34,81,102,82,113,108,136,188,179,243,142,-0.0389878955146093,3.80641555778129,0.854063224524465,1
"3455","GB46534",363,791,485,1740,370,490,230,538,707,288,488,311,0.176373999745287,6.39967142037638,0.653188655984698,1
"3456","GB46535",26,78,29,63,36,31,35,55,36,42,36,31,0.848808831566296,2.67477197812628,0.0462733359450977,1
"3457","GB46537",50,29,73,119,82,124,76,106,169,154,210,145,-0.257134517969831,3.70602982774843,0.280380595518968,1
"3458","GB46539",120,65,171,176,146,268,270,310,577,457,588,412,0.124625267342922,5.03853064712973,0.570366014658096,1
"3459","GB46540",390,230,446,521,379,551,648,657,438,501,491,537,0.20456495181627,5.97002059087352,0.435445378177626,1
"3460","GB46541",787,371,987,1104,1409,865,1833,1787,3305,1707,2826,1653,0.210183141501091,7.46796520923759,0.4676406870297,1
"3461","GB46542",81,53,123,186,123,183,215,247,272,223,289,268,0.0112355525266289,4.46755613089825,0.969220032852617,1
"3462","GB46543",90,118,110,165,169,122,276,234,313,168,224,346,0.323096735186744,4.60099271148631,0.253294938717865,1
"3463","GB46544",195,144,257,516,257,291,316,353,352,240,305,266,-0.0434435441266914,5.23441082133226,0.873117562278444,1
"3464","GB46557",4,64,482,301,117,29,23,11,6,357,396,8,-1.40592053792192,4.26166528827142,0.118917642817257,1
"3465","GB46558",8,31,248,215,59,76,147,80,18,226,278,50,-0.819813582009535,3.86718524196066,0.153054567324023,1
"3466","GB46562",6458,4020,7969,14545,6903,7519,10713,13024,9972,8048,11704,10682,0.0427026829645945,10.195649496585,0.890859578740285,1
"3467","GB46563",4,8,22,15,30,33,22,24,45,43,50,29,-0.270406690863347,1.74362023390847,0.404129401590691,1
"3468","GB46564",5703,9240,3928,5063,8025,7922,13635,14868,20722,17231,19176,21332,0.685945948170382,10.5516724569457,0.080168870565938,1
"3469","GB46565",4185,4023,4166,14554,4826,6426,4731,9743,14529,7407,13183,7568,0.0315680837722139,9.90820778629404,0.925848893263232,1
"3470","GB46567",617,738,765,1658,889,932,849,1062,1253,998,1186,843,0.127343264112415,7.02547733684458,0.661189520527042,1
"3471","GB46568",24,9,31,49,26,35,34,45,34,22,34,40,-0.212936316149643,2.06867468376124,0.509968331832581,1
"3472","GB46569",1918,1050,4101,5375,3287,4719,3172,4168,6084,5183,5483,3907,-0.291904319370643,8.91144908841112,0.307720855413134,1
"3473","GB46579",258,123,547,674,286,1185,473,742,938,926,1370,800,-0.435991016571477,6.29070275777677,0.157297240791804,1
"3474","GB46580",25,11,46,48,42,46,49,54,88,67,76,69,-0.0945043032643875,2.64573268089284,0.675116175711904,1
"3475","GB46581",260,222,166,245,268,297,589,452,596,488,592,603,0.572128138738552,5.61661169150006,0.0432198989140969,1
"3476","GB46582",885,989,587,910,1039,749,1746,1408,1681,1017,1308,1562,0.711061570714391,7.27077358376665,0.0521322547353569,1
"3477","GB46583",79,168,190,178,233,371,208,431,879,419,387,723,0.147333612584614,5.34798374721421,0.641944010415767,1
"3478","GB46586",32,23,86,96,90,113,94,119,152,122,157,92,-0.211261837311037,3.53968510870624,0.36773476332276,1
"3479","GB46587",4710,1440,36545,32683,43564,36888,151028,83544,39302,98285,83551,53380,0.334799169690135,12.5740335942272,0.517573548312986,1
"3480","GB46589",188,76,231,314,320,225,474,360,506,250,408,403,0.0524680875769415,5.23531050316842,0.841762503386263,1
"3481","GB46590",69,30,65,132,74,99,68,89,127,140,153,95,-0.079661937375438,3.54993512223964,0.773665136131917,1
"3482","GB46594",24,14,43,77,51,77,44,73,147,100,149,91,-0.247160522488075,3.07877348874285,0.343711424367145,1
"3483","GB46595",62,194,114,235,100,102,80,96,78,86,51,55,0.475727812887175,4.06282015340556,0.215614994888404,1
"3484","GB46596",13,10,38,90,85,37,61,79,155,59,80,86,-0.264805309355385,2.94179888930924,0.422307005468965,1
"3485","GB46597",97,130,169,160,428,157,825,180,413,302,259,271,0.500447982547214,5.15555014378417,0.218510700039481,1
"3486","GB46598",114,80,182,235,208,209,187,260,331,221,254,191,-0.0140979541419688,4.67309854436695,0.955408185593466,1
"3487","GB46599",35,13,62,75,60,112,104,102,226,190,267,199,-0.160468846084015,3.70554131008336,0.517195471801482,1
"3488","GB46601",91,47,224,270,213,341,853,716,178,435,570,320,0.323306773121046,5.3539587961943,0.382365203454623,1
"3489","GB46602",41,37,63,138,72,73,60,77,120,64,115,95,-0.307359929197166,3.32510073456984,0.258808389678209,1
"3490","GB46603",12,10,20,42,35,28,35,33,42,30,36,48,-0.273296655580274,1.97919917944414,0.35726702201783,1
"3491","GB46604",209,138,315,530,310,294,381,522,534,513,532,394,0.0604383619510612,5.5622245075552,0.789619494989278,1
"3492","GB46605",178,145,299,488,285,370,325,401,626,456,575,499,-0.114239820672185,5.53319484818756,0.598272571944893,1
"3493","GB46606",262,109,490,439,370,450,385,419,568,607,488,413,-0.129612916353638,5.67584918102306,0.576538345328557,1
"3494","GB46609",12,9,34,17,22,35,12,35,42,55,73,33,-0.272970436498413,1.95109338216192,0.431897126029135,1
"3495","GB46610",140,66,152,238,171,206,222,252,306,258,331,265,0.0190633121671215,4.71400926081066,0.92364502942805,1
"3496","GB46612",13,11,202,216,193,158,10,117,972,30,184,614,-0.882819903276666,4.54895983657625,0.201364230461341,1
"3497","GB46613",26,14,42,36,55,60,43,55,151,145,135,101,0.0439133602051317,3.02383798517756,0.925384771239874,1
"3498","GB46614",366,257,528,680,911,963,1141,1251,3046,1724,3424,3324,-0.245794294339491,7.2612597794605,0.425056307326684,1
"3499","GB46615",75,48,121,126,147,116,167,221,349,202,248,231,0.153031603684567,4.3138552738544,0.500552581024532,1
"3500","GB46617",77,58,125,194,104,126,131,154,232,154,181,151,-0.00824618589510854,4.11856099205032,0.99340166025517,1
"3501","GB46618",216,195,344,399,342,635,546,607,970,853,939,1071,-0.00461962135407044,6.08317733068757,0.987204184384911,1
"3502","GB46619",110,79,150,204,123,150,175,190,110,131,143,170,0.0204475957068931,4.26365369149261,0.909748000164529,1
"3503","GB46620",258,231,601,393,274,824,964,1405,751,693,1412,808,0.170115610844816,6.38221079809801,0.587241971743492,1
"3504","GB46621",32,27,69,71,83,91,73,115,124,107,111,100,-0.0811225753603217,3.34297289580137,0.721256159848105,1
"3505","GB46626",13,4,15,20,48,16,33,41,110,101,113,77,0.0737039295467802,2.43768183148968,0.893001426944014,1
"3506","GB46627",543,474,719,1732,747,825,624,900,1429,1026,1220,809,-0.0818721866934667,6.85422796004392,0.776951750393662,1
"3507","GB46628",80,39,143,169,141,182,136,176,274,318,282,181,-0.0748873538160101,4.36653546391572,0.730103344529809,1
"3508","GB46630",2137,433,958,1724,1581,2616,3775,4218,4662,3760,6583,6933,0.119874028743433,8.49821374986761,0.726015983999763,1
"3509","GB46635",34,6,62,64,62,61,45,47,107,94,105,72,-0.363149767933171,2.91330168400568,0.213571364636431,1
"3510","GB46636",170,89,272,350,265,320,281,387,511,419,463,450,-0.114116444342149,5.29457936486224,0.570369391673266,1
"3511","GB46638",28,72,49,75,60,34,35,100,162,43,84,102,0.429707997436323,3.20255114702124,0.270307891633177,1
"3512","GB46639",70,62,154,147,115,136,100,161,164,173,172,117,-0.076434317342147,4.05361945794677,0.763692285419375,1
"3513","GB46640",15,16,127,110,37,80,216,284,135,226,301,199,0.102203490022988,3.9961790693325,0.79729791112863,1
"3514","GB46641",85,28,143,165,141,173,183,239,362,268,356,245,-0.0491542458472899,4.48819963802674,0.799530660639993,1
"3515","GB46642",74,59,140,261,147,243,140,259,446,225,331,311,-0.222331503277484,4.65337338994167,0.349092471318648,1
"3516","GB46643",108,69,142,251,116,244,170,250,331,215,229,197,0.0506003931754659,4.55409644295553,0.823950100633704,1
"3517","GB46644",165,135,207,368,216,345,255,372,362,295,260,236,0.11142355103818,5.09404685996981,0.616050709468678,1
"3518","GB46645",231,132,327,479,245,368,336,444,468,474,642,455,-0.0877161003891629,5.53558550909402,0.696587787226923,1
"3519","GB46646",112,51,200,177,150,223,174,226,220,185,163,152,-0.0776185306798751,4.41632340553432,0.740367103548889,1
"3520","GB46647",135,57,236,317,218,243,263,315,443,332,441,370,-0.186160764502364,5.03307653312372,0.370312817872772,1
"3521","GB46648",66,21,90,107,95,91,78,89,104,79,129,80,-0.30827858977894,3.43819780963423,0.216936269614844,1
"3522","GB46652",292,178,555,662,542,847,882,1024,1042,1398,1219,1139,0.00393237087098181,6.53930545742103,0.992960514524458,1
"3523","GB46653",95,64,219,208,181,205,248,265,340,295,345,252,-0.0501348586760727,4.74883684575591,0.801102303598209,1
"3524","GB46654",98,71,186,229,175,173,185,170,203,166,263,177,-0.260486461726099,4.46161547501529,0.243528271722357,1
"3525","GB46655",37,16,49,64,46,98,90,123,179,182,186,143,0.167090735918738,3.49338073662514,0.533959415521112,1
"3526","GB46656",139,89,197,319,231,260,540,421,310,358,442,335,0.191324910209015,5.186992328064,0.448386717988026,1
"3527","GB46657",243,169,433,638,333,426,531,694,463,463,592,504,-0.0425938262191833,5.82138569138716,0.866094625356057,1
"3528","GB46661",13,3,20,28,14,35,32,44,77,45,51,45,0.164922920785571,1.99205599260688,0.675423649915764,1
"3529","GB46672",11,8,33,24,38,54,42,65,95,116,219,145,-0.489999551351538,2.9222349419452,0.136100892648812,1
"3530","GB46678",31,48,80,126,365,83,147,186,301,172,91,124,-0.154361993086533,4.17234046025595,0.697258043915793,1
"3531","GB46680",28,6,60,33,45,78,82,89,118,123,41,69,0.328212719880459,2.9344420218384,0.390056329017648,1
"3532","GB46681",69,46,87,146,119,136,127,216,229,207,241,158,0.10986300916777,4.13124514243295,0.623910047468337,1
"3533","GB46684",610,310,824,1050,829,986,1002,1201,1464,1217,1737,1076,-0.0272408786124787,6.93734887853503,0.916521031108596,1
"3534","GB46688",34,22,73,84,57,43,68,75,117,87,95,91,-0.0662402409870139,3.10850602181729,0.7912246294468,1
"3535","GB46689",66,33,138,153,134,250,238,273,653,548,659,524,-0.0287589276393819,4.9907818420846,0.890699545288549,1
"3536","GB46691",131,244,153,198,199,207,288,313,407,380,442,396,0.523469768133376,5.16261660268908,0.0811513633963863,1
"3537","GB46692",18,5,18,31,28,32,21,36,33,55,37,32,-0.0149863317792652,1.86695272910647,0.928751911449956,1
"3538","GB46693",26,57,81,67,70,114,90,76,111,218,110,98,0.228286403302188,3.54371196692412,0.476152413321548,1
"3539","GB46696",392,382,356,316,500,499,783,626,1039,886,1841,1096,0.21640745566165,6.42534781432083,0.49137532244109,1
"3540","GB46697",766,512,1002,2813,1245,1206,833,1140,2069,1197,2074,1104,-0.373456554912834,7.35458265221152,0.215870460245931,1
"3541","GB46699",19,2,15,23,17,52,30,46,37,70,148,92,-0.546389299695967,2.35676471471748,0.161969281122837,1
"3542","GB46700",241,52,216,231,235,844,465,706,1039,1263,2006,1423,-0.277224884333638,6.22091414303732,0.450887433522965,1
"3543","GB46701",55,52,68,77,72,251,184,236,290,342,630,412,-0.162458631746178,4.57228383964734,0.600368341368424,1
"3544","GB46703",26,34,82,105,73,179,265,221,244,256,350,676,-0.35271328012638,4.49054003496585,0.266577874285072,1
"3545","GB46705",1810,675,1266,1172,2069,2530,3097,3208,7933,4697,10071,5119,0.127069850457142,8.59492233504156,0.703134044689567,1
"3546","GB46706",27,24,32,44,27,26,30,12,44,34,41,28,0.0763635601058077,2.08918350458088,0.738915874712143,1
"3547","GB46707",239,181,416,538,293,343,382,428,407,342,377,352,-0.0339494691261048,5.53981868244132,0.900156073117312,1
"3548","GB46708",36,46,77,121,79,128,107,120,262,220,253,200,-0.024520328422101,3.96554060687614,0.928448889789036,1
"3549","GB46709",25,17,23,48,23,22,41,39,55,53,52,54,0.247041338873737,2.25661558209342,0.37790496939037,1
"3550","GB46710",123,51,145,210,127,173,133,196,333,275,282,211,0.0470115105203106,4.48425317777069,0.841681125958058,1
"3551","GB46711",17,2,27,25,25,34,27,33,68,57,82,91,-0.407780313293207,2.22650155780848,0.200000034839537,1
"3552","GB46712",11,4,26,26,38,24,33,43,51,51,79,66,-0.358460796983156,2.15043820675889,0.21707522466233,1
"3553","GB46713",5262,1585,7317,9632,6874,11579,10454,14615,19016,17323,26135,20144,-0.184123384852937,10.4120453768913,0.549888008600354,1
"3554","GB46714",27,32,64,73,51,92,78,98,121,90,159,108,-0.141718920848785,3.30404886445687,0.589346305397171,1
"3555","GB46720",29,25,21,20,64,29,91,65,159,56,77,114,0.511991114319863,2.8980311109616,0.154026695686306,1
"3556","GB46725",11,5,23,21,20,44,41,36,97,149,165,190,-0.352147797365989,2.81691728051578,0.325941504162407,1
"3557","GB46727",28,13,41,48,32,66,32,64,72,52,66,76,-0.225327083098481,2.59721075174321,0.407456111004585,1
"3558","GB46728",86,45,130,145,86,108,118,163,210,179,183,157,0.101855905871465,4.03353348320074,0.653685992054157,1
"3559","GB46731",63,21,99,117,107,157,148,181,257,215,306,215,-0.123913397029586,4.14234000363105,0.564562454020913,1
"3560","GB46732",318,150,471,659,442,841,484,623,1058,972,1654,794,-0.312707658226501,6.31360776029967,0.247401923627706,1
"3561","GB46735",108,88,230,218,237,270,337,308,575,478,539,410,0.0509315149944095,5.1772406244012,0.824372713231467,1
"3562","GB46736",1227,1934,965,1160,1529,1620,2283,2128,2166,2242,2250,2094,0.769105358039173,7.94909733041269,0.0426067344095057,1
"3563","GB46737",1175,249,916,1435,253,2247,732,1493,783,2576,3690,1379,-0.200965990665149,7.35214116277895,0.649870034506366,1
"3564","GB46739",760,966,506,516,671,885,854,1020,1409,1407,1696,1472,0.654799655734239,7.06127597152317,0.0799257032522101,1
"3565","GB46740",26,2,41,46,12,89,50,76,90,89,172,59,-0.251960464078921,2.80503240075036,0.513334501158051,1
"3566","GB46741",42,22,51,144,50,59,57,66,90,59,91,62,-0.299489435139558,3.05849249587359,0.302031646487563,1
"3567","GB46742",55,31,76,95,86,98,119,136,106,83,100,78,0.101648259181908,3.48885014992011,0.700766339380009,1
"3568","GB46743",297,126,435,524,387,529,596,650,511,591,847,473,-0.0681747865334306,5.90413669341514,0.777988687414505,1
"3569","GB46744",374,246,592,1017,492,596,547,825,727,736,804,663,-0.11782081768163,6.30191244506443,0.643036053925333,1
"3570","GB46745",72,30,89,130,92,120,88,144,154,171,205,111,-0.0635855129412443,3.81577694005564,0.785743517870272,1
"3571","GB46746",16,12,28,36,43,46,34,52,56,51,36,28,0.0410184655568058,2.21741997229631,0.960856589743997,1
"3572","GB46748",508,456,888,1275,605,612,695,817,678,590,685,584,-0.0321932344385101,6.56377088251876,0.917582175654121,1
"3573","GB46749",99,28,462,310,111,1404,1079,1616,841,1071,2947,1155,-0.354280049831956,6.56050629665931,0.48738596720502,1
"3574","GB46750",5993,2937,7039,12816,6361,7862,10443,10891,8348,7538,11175,10440,-0.0581804136272803,10.0453062867972,0.850221320105986,1
"3575","GB46751",97,121,158,212,232,236,326,310,307,297,380,237,0.180288403611883,4.90155736250116,0.448814272265654,1
"3576","GB46752",21,11,32,38,43,40,39,42,65,66,71,67,-0.15825699337716,2.44158015186168,0.528229821553953,1
