"","ID","NC.1","NC.2","NC.3","NP.2","NP.4","NP.6","NC.4","NC.5","NC.6","NP.1","NP.3","NP.5","logFC","logCPM","PValue","FDR"
"3439","GB46589",377,261,396,260,218,195,188,76,231,314,320,225,-0.0359475663404693,5.20744530996781,0.896530448082907,1
"3440","GB46590",62,57,144,81,26,70,69,30,65,132,74,99,0.00126366572783617,3.44673925106592,0.989517074704186,1
"3441","GB46594",52,39,131,60,30,80,24,14,43,77,51,77,0.316299609623817,2.98089266898626,0.255900909300317,1
"3442","GB46595",78,102,116,67,89,84,62,194,114,235,100,102,-0.491359356363887,4.24157501799834,0.194957856335322,1
"3443","GB46596",122,75,61,28,22,48,13,10,38,90,85,37,-0.0535174572227761,2.90893984003312,0.92168671840755,1
"3444","GB46597",211,205,238,182,136,89,97,130,169,160,428,157,-0.0256120239433869,4.81499532556186,0.93635473357654,1
"3445","GB46598",229,154,234,175,108,169,114,80,182,235,208,209,0.00291446943361003,4.67535358602047,1,1
"3446","GB46599",86,57,226,114,44,131,35,13,62,75,60,112,0.253565818625457,3.51178202633838,0.366887276529826,1
"3447","GB46601",283,172,260,502,121,554,91,47,224,270,213,341,0.803865679001239,5.14727776782532,0.0140383250260337,1
"3448","GB46602",61,57,110,60,35,49,41,37,63,138,72,73,0.0300148546477817,3.28765537776933,0.952453174620641,1
"3449","GB46603",22,17,44,26,17,16,12,10,20,42,35,28,0.311637069396826,1.87890956053169,0.318261429377219,1
"3450","GB46604",346,269,652,381,245,385,209,138,315,530,310,294,0.0796021270422297,5.59355192511416,0.731939428028788,1
"3451","GB46605",385,261,514,378,174,339,178,145,299,488,285,370,0.0514694091751283,5.49863667950515,0.822112056135774,1
"3452","GB46606",333,303,623,316,189,424,262,109,490,439,370,450,-0.0561193326880693,5.67205482387834,0.821220289402634,1
"3453","GB46607",30,23,28,21,16,38,22,9,23,16,30,32,0.0390618855076206,1.92893595619766,0.949037155048958,1
"3454","GB46609",26,11,68,28,5,29,12,9,34,17,22,35,-0.264125536882363,1.85256133496397,0.4904997491134,1
"3455","GB46610",227,158,305,196,122,176,140,66,152,238,171,206,-0.0186847872903067,4.69362049015145,0.93632881601143,1
"3456","GB46612",231,75,182,22,54,65,13,11,202,216,193,158,0.0579663342967197,4.00670488831326,0.901607702406417,1
"3457","GB46613",41,27,135,48,17,56,26,14,42,36,55,60,-0.038396805325901,2.70562721960053,0.941307688141541,1
"3458","GB46614",873,824,1449,2320,554,860,366,257,528,680,911,963,0.497101689049252,6.92818356749663,0.122301002847656,1
"3459","GB46615",177,93,278,159,72,101,75,48,121,126,147,116,-0.159220427209098,4.1549859750444,0.516518697356152,1
"3460","GB46617",131,92,264,94,74,105,77,58,125,194,104,126,-0.184913008349849,4.10672866586702,0.440028282859511,1
"3461","GB46618",559,335,1058,737,307,525,216,195,344,399,342,635,0.101706051034589,6.02514894970446,0.688103981294881,1
"3462","GB46619",147,124,167,133,87,107,110,79,150,204,123,150,-0.177298481594713,4.31144303928892,0.410908102695806,1
"3463","GB46620",552,401,1070,1155,436,1002,258,231,601,393,274,824,0.324994701544241,6.39482033625692,0.306680513823212,1
"3464","GB46621",98,69,128,61,38,63,32,27,69,71,83,91,-0.112507571313963,3.31837293832873,0.681332607356888,1
"3465","GB46627",764,904,1053,751,639,578,543,474,719,1732,747,825,0.0140971001341723,6.90632321709522,0.965623895918158,1
"3466","GB46628",121,91,272,138,80,167,80,39,143,169,141,182,0.189575836856317,4.24831297101793,0.413954294343995,1
"3467","GB46630",2849,2129,5264,3433,1700,1750,2137,433,958,1724,1581,2616,-0.0805670214814128,8.25652486396399,0.815964114712576,1
"3468","GB46635",38,36,83,53,19,32,34,6,62,64,62,61,0.0902901869745174,2.72400381979553,0.769427197956803,1
"3469","GB46636",288,186,535,300,131,298,170,89,272,350,265,320,0.0405583509217342,5.21798960925419,0.855559099609168,1
"3470","GB46638",151,111,43,48,37,21,28,72,49,75,60,34,-0.998481253784845,3.29449289851534,0.0342364080778661,1
"3471","GB46639",159,74,176,115,57,124,70,62,154,147,115,136,-0.159839404207775,4.08032413845693,0.489285859724463,1
"3472","GB46640",72,48,101,171,46,127,15,16,127,110,37,80,0.520463144783061,3.47282099467127,0.175697592967939,1
"3473","GB46641",159,110,322,176,93,195,85,28,143,165,141,173,0.176672904926997,4.3643431370021,0.453952733145287,1
"3474","GB46642",235,201,294,162,75,206,74,59,140,261,147,243,0.0333990434666121,4.60358434647997,0.891979745689676,1
"3475","GB46643",216,154,211,128,110,133,108,69,142,251,116,244,-0.0342994704207924,4.51225792499691,0.880358383601744,1
"3476","GB46644",352,251,272,187,195,197,165,135,207,368,216,345,-0.0650855992029069,5.16551182090271,0.789091579719672,1
"3477","GB46645",384,236,608,296,168,374,231,132,327,479,245,368,-0.106420227768566,5.50323337257633,0.642635034860624,1
"3478","GB46646",196,151,257,152,96,166,112,51,200,177,150,223,-0.104378254637724,4.52962696733935,0.651611368355377,1
"3479","GB46647",227,145,389,249,95,227,135,57,236,317,218,243,0.101804791419962,4.87714898168896,0.657580664128807,1
"3480","GB46648",79,45,85,71,53,72,66,21,90,107,95,91,0.19131886315282,3.44161324834903,0.479103790818224,1
"3481","GB46652",601,317,1461,1144,289,1192,292,178,555,662,542,847,0.461783045251143,6.49729470597443,0.152377649376923,1
"3482","GB46653",237,151,305,202,101,184,95,64,219,208,181,205,-0.0637441400813491,4.66974163168683,0.780779228920415,1
"3483","GB46654",149,99,224,133,103,154,98,71,186,229,175,173,0.0800779389356187,4.45534357683301,0.729295205108434,1
"3484","GB46655",99,66,152,105,30,77,37,16,49,64,46,98,-0.0198345667404018,3.27578274689437,0.977110821395287,1
"3485","GB46656",349,202,273,369,164,332,139,89,197,319,231,260,0.287792256254135,5.13152464900178,0.217623729798284,1
"3486","GB46657",443,340,554,403,253,449,243,169,433,638,333,426,0.0442325880543305,5.81397971347312,0.853945152074325,1
"3487","GB46672",29,30,151,53,9,52,11,8,33,24,38,54,-0.0508511237937685,2.46273138231639,0.942816687569523,1
"3488","GB46678",59,88,240,86,26,88,31,48,80,126,365,83,0.494671425808883,3.96751437724289,0.248906553372944,1
"3489","GB46680",25,24,126,29,11,41,28,6,60,33,45,78,-0.158087923519805,2.55487888881146,0.714088791344068,1
"3490","GB46681",139,124,181,147,90,123,69,46,87,146,119,136,0.141104120389547,4.09143508166355,0.522736808071894,1
"3491","GB46684",1026,929,1162,1158,613,932,610,310,824,1050,829,986,0.0651774486773092,6.97008718820876,0.810041485031927,1
"3492","GB46688",40,34,93,45,33,57,34,22,73,84,57,43,-0.00306102556249104,2.92925056444161,1,1
"3493","GB46689",196,134,534,250,62,210,66,33,138,153,134,250,0.0380933245237071,4.55014404978196,0.883129856802423,1
"3494","GB46691",260,231,415,324,141,236,131,244,153,198,199,207,-0.394838196782729,5.13214559745473,0.195650636868785,1
"3495","GB46692",34,26,46,22,11,26,18,5,18,31,28,32,-0.0400444374554236,1.89350070507832,0.971960585268932,1
"3496","GB46693",120,91,240,113,80,115,26,57,81,67,70,114,-0.131489106269197,3.81207107181974,0.653724245943844,1
"3497","GB46696",496,417,1119,705,277,539,392,382,356,316,500,499,-0.323161254105632,6.20668537439577,0.286158959003167,1
"3498","GB46697",1888,1300,1114,963,1123,692,766,512,1002,2813,1245,1206,0.123810358278456,7.47848675732722,0.72270036591633,1
"3499","GB46699",34,20,69,75,15,24,19,2,15,23,17,52,0.388481615595273,2.10890228455641,0.296491842618704,1
"3500","GB46700",308,312,1474,950,185,616,241,52,216,231,235,844,0.367063077209889,5.90931809448074,0.354345859664434,1
"3501","GB46701",146,105,408,295,54,205,55,52,68,77,72,251,0.211081091975412,4.31137435448944,0.52907994359477,1
"3502","GB46703",98,97,194,321,61,197,26,34,82,105,73,179,0.759978113906155,4.06870041016795,0.0236669881825592,1
"3503","GB46705",2473,1501,4794,4156,1093,2105,1810,675,1266,1172,2069,2530,0.0202285595647237,8.20797518357908,0.952503002910538,1
"3504","GB46706",29,23,18,21,25,20,27,24,32,44,27,26,-0.212201496902293,2.13730370752515,0.500593839858193,1
"3505","GB46707",350,275,417,279,201,267,239,181,416,538,293,343,-0.18660528155094,5.55367799785762,0.41507781632808,1
"3506","GB46708",64,70,276,120,38,140,36,46,77,121,79,128,0.111753239493501,3.77513740664242,0.718590916950106,1
"3507","GB46709",37,36,66,40,27,38,25,17,23,48,23,22,-0.137847483196828,2.35102221068163,0.65469236858308,1
"3508","GB46710",142,118,355,164,92,153,123,51,145,210,127,173,-0.0820131147048863,4.44268073518507,0.73404781854548,1
"3509","GB46711",28,15,81,22,10,24,17,2,27,25,25,34,-0.209182700334492,1.88391451701745,0.639020848318865,1
"3510","GB46712",24,21,88,36,16,26,11,4,26,26,38,24,0.0462345966635015,2.01773348133594,0.822432961699118,1
"3511","GB46713",8702,6133,26440,12654,4128,12739,5262,1585,7317,9632,6874,11579,0.136596590057952,10.2642986393073,0.691290837406095,1
"3512","GB46714",71,39,139,58,29,93,27,32,64,73,51,92,0.0137401150392333,3.193883438339,0.976924580755649,1
"3513","GB46720",95,74,65,60,31,24,29,25,21,20,64,29,-0.510666848596544,2.77905779041982,0.195005631259332,1
"3514","GB46725",21,30,174,99,14,29,11,5,23,21,20,44,-0.0149267771585525,2.41814647435663,1,1
"3515","GB46727",30,35,71,36,15,54,28,13,41,48,32,66,0.0703636200963451,2.52281295672288,0.835141888052915,1
"3516","GB46728",133,91,211,119,62,133,86,45,130,145,86,108,-0.200416728047795,4.0195577101202,0.387177748764772,1
"3517","GB46731",111,94,286,147,46,170,63,21,99,117,107,157,0.163867976448479,4.00194877886335,0.538720452389821,1
"3518","GB46732",602,344,1015,656,230,711,318,150,471,659,442,841,0.217421353315002,6.19602266102808,0.416657585197194,1
"3519","GB46735",250,166,530,281,109,252,108,88,230,218,237,270,-0.0305510064081735,4.98129138546141,0.904050838929412,1
"3520","GB46736",2115,2129,2181,1823,1351,1537,1227,1934,965,1160,1529,1620,-0.527796658158353,8.03540813724435,0.17065805902191,1
"3521","GB46737",1701,512,2654,1274,769,1849,1175,249,916,1435,253,2247,0.0804548902165248,7.41428928450236,0.84589866319067,1
"3522","GB46739",954,803,1246,1146,543,797,760,966,506,516,671,885,-0.541544045077506,7.02364645160041,0.150745614876902,1
"3523","GB46740",64,29,126,54,14,104,26,2,41,46,12,89,0.213086340000651,2.77241153467151,0.617699179634662,1
"3524","GB46741",72,51,80,50,30,57,42,22,51,144,50,59,0.116791595499394,3.10438087600739,0.710232223333892,1
"3525","GB46742",98,75,113,59,35,73,55,31,76,95,86,98,-0.149562313275121,3.45156097801406,0.53599214047503,1
"3526","GB46743",411,236,646,401,214,564,297,126,435,524,387,529,0.168213994827139,5.81367285040903,0.502236325100948,1
"3527","GB46744",620,563,790,507,374,610,374,246,592,1017,492,596,0.010930828165755,6.35169802723144,0.969162050820134,1
"3528","GB46745",101,60,175,98,49,105,72,30,89,130,92,120,0.0769116446775573,3.7369673908392,0.75097612303625,1
"3529","GB46746",48,27,42,20,20,40,16,12,28,36,43,46,0.152962730027477,2.25696204053887,0.625077658726885,1
"3530","GB46748",687,576,603,594,490,507,508,456,888,1275,605,612,-0.164780055025403,6.63458992053407,0.577860377503243,1
"3531","GB46749",570,239,958,1440,397,2031,99,28,462,310,111,1404,1.40753415549597,6.45746401974482,0.0145164573304397,1
"3532","GB46750",9602,6517,10143,9304,4968,7269,5993,2937,7039,12816,6361,7862,0.0342719567595284,10.0855868245875,0.908522664169334,1
"3533","GB46751",202,242,385,259,138,246,97,121,158,212,232,236,0.01891602975479,4.93767361224866,0.947584695560946,1
"3534","GB46752",50,34,61,37,18,42,21,11,32,38,43,40,-0.0115431530481929,2.39898358583505,1,1
"3535","GB46757",190,188,213,213,89,75,82,105,109,113,132,89,-0.499046036841418,4.33797999641772,0.106521179118741,1
"3536","GB46760",224,144,221,189,154,186,135,68,306,422,223,327,0.27730969289409,4.96650840538862,0.262802641928215,1
"3537","GB46761",542,459,689,459,326,339,282,166,491,694,532,429,-0.0145661028117709,6.0182762628363,0.956520117013433,1
"3538","GB46763",298,278,802,401,181,392,233,76,307,364,195,323,-0.105853668818843,5.45713298852551,0.684879232679328,1
"3539","GB46764",169,103,197,121,114,100,76,65,121,212,124,142,0.0408213495757166,4.24281040059783,0.867786680011513,1
"3540","GB46766",158,103,341,260,77,252,131,58,138,200,121,236,0.192962418254602,4.59576367277078,0.4621683695706,1
"3541","GB46767",427,285,428,554,227,437,315,363,278,367,271,443,-0.231931947447793,5.83514373564044,0.443392301263429,1
"3542","GB46768",860,521,421,494,194,287,160,282,278,678,484,352,-0.234507589517839,5.93224320557116,0.478264552383598,1
"3543","GB46771",122,223,143,107,70,113,63,36,72,176,59,131,-0.155371115384489,3.99239800768885,0.607891492465119,1
"3544","GB46772",1470,1671,4428,1187,1518,2242,906,616,3380,2703,1261,2970,-0.0787928394857408,8.13800877253817,0.822469989918774,1
"3545","GB46774",463,324,1200,563,225,841,240,141,658,737,421,739,0.202015888197194,6.20044595022668,0.498571248622953,1
"3546","GB46775",631,561,557,649,466,561,345,299,461,722,560,664,0.137246398260835,6.33476612104806,0.610494654894778,1
"3547","GB46776",6208,4729,7396,6144,3708,5286,4046,3014,5910,12147,6031,6020,0.103337400855118,9.74009495921644,0.729952514209902,1
"3548","GB46784",71,51,119,80,56,48,57,41,81,81,74,86,-0.131244394767701,3.41238526738204,0.597232990761942,1
"3549","GB46785",249,187,263,214,128,187,171,100,272,367,218,208,-0.112699353712796,4.97743342369336,0.605359081055104,1
"3550","GB46786",177,107,197,114,61,120,60,45,78,141,114,130,-0.0400375086733406,3.99544896308025,0.878822567341671,1
"3551","GB46787",128,74,213,145,42,129,37,48,117,134,123,114,0.0802900898540023,3.93193894422438,0.768093675817754,1
"3552","GB46790",13,15,48,26,5,30,12,10,21,20,9,34,-0.0650882445887849,1.62140499752891,0.858964692079071,1
"3553","GB46792",113,60,192,69,25,105,34,20,83,120,103,131,0.137884814412266,3.5818069241857,0.640269375588277,1
"3554","GB46793",975,1047,527,568,1000,325,737,800,832,2105,928,565,-0.188679465809397,7.12748222220806,0.658026619801317,1
"3555","GB46795",790,461,1084,842,381,434,495,338,380,585,692,545,-0.166778266084295,6.42038386620623,0.559730108578811,1
"3556","GB46801",268,175,289,169,133,206,153,120,272,333,235,328,-0.0629554418556123,5.03929384310059,0.756305367115817,1
"3557","GB46813",82,72,187,145,29,191,41,13,60,53,58,117,0.399084555546285,3.57543101054989,0.233971962251718,1
"3558","GB46814",101,111,324,75,101,91,50,34,183,141,119,139,-0.193711552156769,4.09813839911505,0.543764731374365,1
"3559","GB46817",10220,6223,12206,7317,5610,4002,5260,2140,6413,8605,9621,6797,-0.0420459874876607,9.96967165930271,0.896360573572274,1
"3560","GB46818",62,37,162,101,29,74,26,36,67,90,85,92,0.199329243554095,3.34239956132801,0.512219785132713,1
"3561","GB46842",51,36,48,32,16,194,22,4,21,40,13,67,0.932964850730891,2.70610266420817,0.0618640901082565,1
"3562","GB46844",25,23,58,30,13,22,10,5,13,27,17,33,0.0818512272762579,1.7570000651464,0.759997479810655,1
"3563","GB46845",7740,6299,6198,6835,4686,4842,4537,3015,4968,10542,5155,4887,-0.0390274298365478,9.75183269690414,0.903164318360851,1
"3564","GB46847",195,194,380,198,124,243,118,59,186,219,256,236,0.134752283512406,4.82769374268581,0.547095135955113,1
"3565","GB46853",141,80,163,99,77,108,71,46,98,158,130,109,0.0792653398134375,3.96580299329842,0.739704401728396,1
"3566","GB46876",92,40,90,62,49,51,40,28,67,62,57,80,-0.0840082880448479,3.16074679860252,0.77086950117872,1
"3567","GB46877",125,89,310,142,47,112,60,21,107,149,92,106,-0.0956187896126189,3.92807007476474,0.753676284463894,1
"3568","GB46878",120,74,162,107,55,108,51,25,74,90,89,120,0.128088615805895,3.66874341789631,0.566510759985238,1
"3569","GB46879",241,161,456,259,127,315,113,85,172,233,198,283,0.160050426839162,4.94488528774278,0.474309726167655,1
"3570","GB46881",80,57,109,59,50,62,68,30,85,79,66,73,-0.276664377681298,3.36347836140277,0.282335181880899,1
"3571","GB46882",4114,5675,1678,2909,4590,1227,2784,4257,2351,10640,3523,2110,-0.167709527773771,9.29070930208445,0.739157250813425,1
"3572","GB46883",45,24,133,32,20,54,22,17,35,58,33,43,-0.175759681070559,2.59794494041684,0.612046902621222,1
"3573","GB46885",72,87,113,93,55,84,33,55,57,149,60,75,0.0953502332571743,3.53913083210864,0.772969999380664,1
"3574","GB46886",412,276,53,103,63,39,29,79,72,171,96,72,-0.924800356560048,4.18888915935813,0.0657967393388568,1
"3575","GB46887",275,231,267,244,177,232,141,126,206,379,208,309,0.110732054393897,5.10495667062605,0.641137421854783,1
"3576","GB46888",116,66,240,113,60,182,66,37,166,150,95,168,0.090612363514139,4.09089031286402,0.736278062975456,1
"3577","GB46889",95,58,141,53,42,53,38,36,63,54,75,69,-0.367066325342834,3.25393855798968,0.185699936197446,1
"3578","GB46892",60,38,77,52,24,55,32,19,45,74,42,62,0.057424355926298,2.82523736112714,0.861613883461227,1
"3579","GB46893",692,450,644,537,420,480,434,294,453,937,382,599,-0.0410642595670495,6.2884640745465,0.876373966662006,1
"3580","GB46894",104,101,197,113,46,101,72,32,90,140,98,138,-0.00746505119325126,3.86060608852424,0.98246350789292,1
"3581","GB46895",323,216,328,295,212,244,236,149,236,334,249,259,-0.100882707106618,5.27812161122748,0.666316334489824,1
"3582","GB46896",539,485,754,511,362,452,422,261,510,645,436,485,-0.210241807027971,6.17996585939765,0.395052106279025,1
"3583","GB46897",21,24,43,25,16,19,16,24,19,34,20,29,-0.256988517907653,1.9537809884057,0.379707902711667,1
"3584","GB46898",269,209,348,279,191,228,152,98,205,287,277,257,0.142157942228704,5.09055171963405,0.50877111723492,1
"3585","GB46899",621,473,1038,581,344,593,374,250,688,826,791,799,0.0777786055423568,6.45152362124971,0.761084966706223,1
"3586","GB46900",46,48,34,38,26,32,30,19,32,38,44,33,-0.175783363522375,2.46869011789218,0.545884497644657,1
"3587","GB46903",71,46,372,112,36,129,33,10,96,95,57,146,0.0641880266050251,3.67569644027116,0.851213942391433,1
"3588","GB46904",466,308,521,543,293,605,303,149,434,711,292,596,0.304929268826923,5.95985696175452,0.244334578100156,1
"3589","GB46906",244,199,980,380,164,336,137,43,347,402,290,337,0.10198533637599,5.390055338018,0.735270001584688,1
"3590","GB46907",61,39,137,70,32,79,38,18,53,65,52,75,0.0774557252707205,3.08899477137515,0.76031830669846,1
"3591","GB46908",215,211,362,228,106,164,66,77,143,193,114,192,-0.162519601121642,4.60132065224626,0.483696501309716,1
"3592","GB46909",112,79,269,133,42,108,38,20,73,89,53,113,-0.0729677824162753,3.65396219863856,0.827306299566142,1
"3593","GB46910",45,25,81,54,16,40,22,9,40,49,26,39,-0.0379620238593171,2.41484097939768,0.939436929673363,1
"3594","GB46911",362,220,354,274,199,252,182,133,305,516,327,347,0.126980408762408,5.39601602875118,0.582426044601599,1
"3595","GB46912",125,90,123,76,63,66,104,47,101,107,93,84,-0.452626564001695,3.78439013983341,0.0903255294648269,1
"3596","GB46914",2537,1575,639,823,668,388,627,1310,719,1333,1347,729,-0.812048277878919,7.41724760230503,0.0850507799605351,1
